id,region,religion,full.time,sexual.orientation,income,hispanic,race.household,ballot,SES,childhood.income,race,sex,hours.worked.last.week,self.employed,marital.status,num.kids,age,education,education.pa,education.ma,education.spouse,family.income,hispanic.yn
2112,E. nor. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,24.2,NA,White,Female,NA,Someone else,Married,2,48,14,12,12,9,NA,Yes
2113,E. nor. central,Protestant,Full-time,Heterosexual or straight,4212,Not hispanic,White,Ballot b,38.1,Above average,White,Female,14,Someone else,Separated,1,53,14,12,12,Not applicable,$15000 to 17499,Yes
2114,E. nor. central,None,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot c,23.3,Average,White,Male,40,Someone else,Married,0,32,14,12,12,16,$50000 to 59999,Yes
2115,E. nor. central,Catholic,Full-time,Heterosexual or straight,5265,Not hispanic,"Asiatic, oriental",Ballot b,13.6,Far below average,Other,Male,31,Someone else,Never married,2,33,13,Not applicable,11,Not applicable,$10000 to 12499,Yes
2116,E. nor. central,None,Part-time,Bisexual,936,Not hispanic,White,Ballot c,13.6,Far below average,White,Female,19,Someone else,Never married,1,29,11,Not applicable,12,Not applicable,$1 000 to 2 999,Yes
2117,E. nor. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,20.9,Average,White,Male,NA,Someone else,Married,2,52,12,4,12,12,$20000 to 22499,Yes
2118,E. nor. central,Protestant,Full-time,Not applicable,31590,Not hispanic,White,Ballot a,27,Far below average,White,Male,50,Someone else,Divorced,3,57,13,Not applicable,12,Not applicable,$60000 to 74999,Yes
2119,E. nor. central,NA,Not applicable,NA,0,Not hispanic,White,Ballot c,35.8,Average,White,Female,NA,Someone else,Divorced,2,50,13,12,18,Not applicable,$3 000 to 3 999,Yes
2120,E. nor. central,Protestant,Part-time,Heterosexual or straight,0,Not hispanic,White,Ballot b,20.8,Far below average,White,Female,NA,Someone else,Married,3,31,13,13,12,14,$35000 to 39999,Yes
2121,E. nor. central,Protestant,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot b,20.7,Average,White,Female,63,Someone else,Divorced,4,53,12,12,12,Not applicable,$50000 to 59999,Yes
2122,E. nor. central,None,Full-time,Heterosexual or straight,38610,Not hispanic,White,Ballot b,83.8,Below average,White,Male,60,Someone else,Never married,0,37,16,12,16,Not applicable,$75000 to $89999,Yes
2124,E. nor. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,19.6,Average,White,Female,NA,Someone else,Married,6,53,17,16,16,19,$60000 to 74999,Yes
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2127,E. nor. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,84.2,NA,White,Female,NA,Someone else,Married,1,65,16,12,12,18,Refused,Yes
2128,E. nor. central,Protestant,Full-time,Not applicable,46800,Not hispanic,White,Ballot a,62,Average,White,Male,50,Self-employed,Married,4,53,14,10,12,13,$130000 to $149999,Yes
2129,E. nor. central,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,"Other, mixed",Ballot b,62.1,Average,Black,Female,60,Someone else,Married,0,53,16,12,12,14,$75000 to $89999,Yes
2130,E. nor. central,Catholic,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,82.5,Below average,White,Female,45,Someone else,Married,3,47,16,8,10,16,$130000 to $149999,Yes
2131,E. nor. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,60.5,Below average,White,Female,NA,Someone else,Widowed,2,59,16,12,12,Not applicable,$20000 to 22499,Yes
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2134,E. nor. central,Protestant,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot b,34.6,Above average,White,Male,44,Someone else,Married,1,49,12,12,12,12,$90000 to $109999,Yes
2135,E. nor. central,Protestant,Full-time,Not applicable,17550,Not hispanic,White,Ballot a,57.8,Average,White,Male,45,Someone else,Married,4,65,17,16,12,17,$60000 to 74999,Yes
2136,E. nor. central,None,Full-time,Heterosexual or straight,11115,Not hispanic,White,Ballot c,27,Above average,White,Male,42,Someone else,Married,6,41,10,17,Not applicable,13,$22500 to 24999,Yes
2137,E. nor. central,Protestant,Full-time,Heterosexual or straight,74880,Not hispanic,White,Ballot b,80.7,Above average,White,Male,5,Someone else,Married,2,64,16,12,12,14,$170000 or over,Yes
2138,E. nor. central,Protestant,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,38.8,Below average,White,Female,40,Someone else,Married,3,61,12,8,12,12,$75000 to $89999,Yes
2139,E. nor. central,Catholic,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot c,76.3,Average,White,Female,40,Someone else,Married,1,32,20,12,12,12,$90000 to $109999,Yes
2140,E. nor. central,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot b,28.7,Below average,White,Female,NA,Someone else,Divorced,1,65,12,Not applicable,8,Not applicable,$35000 to 39999,Yes
2142,E. nor. central,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot b,65.3,Average,White,Female,42,Someone else,Married,1,48,12,12,12,10,$60000 to 74999,Yes
2143,E. nor. central,Protestant,Full-time,Heterosexual or straight,56160,Not hispanic,"Asiatic, oriental",Ballot b,32,Far below average,Other,Male,45,Self-employed,Married,5,45,14,NA,NA,12,$110000 to $129999,Yes
2144,E. nor. central,Protestant,Full-time,Not applicable,17550,Not hispanic,White,Ballot a,23.3,Average,White,Male,53,Someone else,Married,4,58,12,12,12,12,$60000 to 74999,Yes
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2146,E. nor. central,Protestant,Part-time,Heterosexual or straight,2574,Not hispanic,White,Ballot b,53.8,Below average,White,Female,28,Someone else,Divorced,4,55,12,14,11,Not applicable,$35000 to 39999,Yes
2147,E. nor. central,None,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,32,Below average,White,Male,NA,Someone else,Never married,3,46,14,Not applicable,13,Not applicable,$8 000 to 9 999,Yes
2148,E. nor. central,Catholic,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot b,81.6,Average,White,Male,40,Someone else,Divorced,1,41,12,12,12,Not applicable,$60000 to 74999,Yes
2153,E. nor. central,Protestant,Full-time,Heterosexual or straight,12870,Not hispanic,White,Ballot b,80.9,Above average,White,Female,NA,Someone else,Married,2,38,16,16,12,16,$60000 to 74999,Yes
2154,E. nor. central,None,Full-time,Not applicable,17550,Not hispanic,White,Ballot a,28.1,Average,White,Male,70,Someone else,Never married,1,42,11,12,12,Not applicable,$40000 to 49999,Yes
2156,E. nor. central,Protestant,Full-time,Not applicable,8775,Not hispanic,White,Ballot a,19.6,Average,White,Female,40,Someone else,Never married,2,29,12,12,12,Not applicable,$20000 to 22499,Yes
2157,E. nor. central,Catholic,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot b,47.9,Average,White,Male,40,Someone else,Never married,0,37,16,11,12,Not applicable,$50000 to 59999,Yes
2158,E. nor. central,Catholic,Full-time,Heterosexual or straight,11115,Not hispanic,White,Ballot c,37.9,Average,White,Female,40,Someone else,Never married,1,61,12,12,8,Not applicable,$22500 to 24999,Yes
2160,W. nor. central,None,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,49.2,Far below average,White,Female,52,Someone else,Divorced,5,35,8,Not applicable,12,Not applicable,$20000 to 22499,Yes
2162,W. nor. central,Protestant,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,36.9,Average,White,Female,45,Someone else,Married,2,63,14,12,12,19,$75000 to $89999,Yes
2164,W. nor. central,None,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,24.2,Below average,White,Female,25,Someone else,Never married,2,27,11,Not applicable,12,Not applicable,$170000 or over,Yes
2166,W. nor. central,Catholic,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot b,28.4,Below average,White,Male,40,Someone else,Never married,4,33,11,12,Not applicable,Not applicable,$30000 to 34999,Yes
2167,W. nor. central,Catholic,Part-time,Heterosexual or straight,1638,Not hispanic,White,Ballot c,39.7,Far below average,White,Female,35,Someone else,Married,2,47,16,13,12,12,$40000 to 49999,Yes
2168,W. nor. central,None,Full-time,Heterosexual or straight,11115,Not hispanic,White,Ballot b,70.5,Above average,White,Male,40,Someone else,Never married,0,26,15,14,12,Not applicable,$110000 to $129999,Yes
2169,W. nor. central,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,24.2,Below average,White,Female,40,Someone else,Married,2,36,11,Not applicable,12,12,$40000 to 49999,Yes
2170,W. nor. central,Protestant,Part-time,Heterosexual or straight,6435,Not hispanic,White,Ballot b,31,Above average,White,Male,28,Someone else,Married,3,64,12,12,12,16,$75000 to $89999,Yes
2175,W. nor. central,Orthodox-christian,Full-time,Not applicable,0,Not hispanic,"Other, mixed",Ballot c,14.8,Far below average,Black,Male,45,Someone else,Married,0,30,12,0,2,12,$22500 to 24999,Yes
2176,W. nor. central,Catholic,Full-time,Not applicable,25740,Not hispanic,White,Ballot a,60.3,Average,White,Female,40,Someone else,Married,4,48,14,12,13,13,$110000 to $129999,Yes
2177,W. nor. central,Protestant,Full-time,Heterosexual or straight,9945,Not hispanic,White,Ballot b,24,Above average,White,Female,30,Self-employed,Never married,3,39,12,12,8,Not applicable,$40000 to 49999,Yes
2179,W. nor. central,None,Full-time,Heterosexual or straight,5265,Not hispanic,White,Ballot c,19.2,Average,White,Male,56,Someone else,Never married,1,25,11,12,12,Not applicable,$22500 to 24999,Yes
2181,W. nor. central,Catholic,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,59.8,Far below average,White,Female,40,Someone else,Married,3,53,14,12,12,14,$60000 to 74999,Yes
2182,W. nor. central,None,Full-time,Heterosexual or straight,936,"Mexican, mexican american, chicano/a",White,Ballot c,32,Below average,Other,Female,NA,Someone else,Divorced,3,63,12,6,3,Not applicable,$22500 to 24999,No
2184,W. nor. central,Protestant,Full-time,Not applicable,21060,Not hispanic,White,Ballot a,26.9,Average,White,Female,70,Someone else,Divorced,2,60,12,7,8,Not applicable,$40000 to 49999,Yes
2186,W. nor. central,None,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot b,57.3,Far below average,White,Male,29,Someone else,Never married,0,32,13,14,10,Not applicable,$40000 to 49999,Yes
2187,W. nor. central,Protestant,Full-time,Not applicable,25740,Not hispanic,White,Ballot a,21.6,Below average,White,Female,56,Someone else,Married,0,49,13,12,12,13,$75000 to $89999,Yes
2188,W. nor. central,Protestant,Part-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,70.3,Far below average,White,Female,20,Someone else,Married,2,62,19,8,11,12,$170000 or over,Yes
2189,W. nor. central,Protestant,Full-time,Heterosexual or straight,38610,Not hispanic,White,Ballot c,69.4,Above average,White,Female,45,Someone else,Married,0,31,19,16,16,20,$130000 to $149999,Yes
2193,W. nor. central,None,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot c,81,Above average,White,Male,45,Someone else,Married,0,29,18,20,16,20,$110000 to $129999,Yes
2194,W. nor. central,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,"Other, mixed",Ballot b,18.8,Below average,Black,Female,40,Someone else,Married,2,30,12,16,12,12,$8 000 to 9 999,Yes
2196,W. nor. central,None,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot c,38.1,Below average,White,Male,50,Someone else,Never married,0,25,18,Not applicable,18,Not applicable,$40000 to 49999,Yes
2197,W. nor. central,Protestant,Full-time,Not applicable,6435,Not hispanic,White,Ballot a,64.5,Above average,White,Male,42,Someone else,Divorced,1,50,20,12,16,Not applicable,$15000 to 17499,Yes
2199,W. nor. central,None,Full-time,Heterosexual or straight,17550,Not hispanic,"Other, mixed",Ballot b,85.2,Average,White,Male,40,Someone else,Married,2,33,12,12,Not applicable,17,$90000 to $109999,Yes
2202,W. nor. central,Protestant,Part-time,Heterosexual or straight,2574,Not hispanic,White,Ballot b,63.7,Above average,White,Female,15,Someone else,Married,1,30,16,17,16,18,$60000 to 74999,Yes
2203,W. nor. central,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,52,Below average,White,Female,NA,Someone else,Married,5,65,12,11,12,10,$40000 to 49999,Yes
2205,W. nor. central,Protestant,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot b,37.6,Average,White,Male,40,Someone else,Married,1,45,19,12,12,20,$90000 to $109999,Yes
2206,W. nor. central,None,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,21.8,Average,White,Male,NA,Someone else,Divorced,3,34,12,Not applicable,12,Not applicable,$50000 to 59999,Yes
2207,W. nor. central,None,Full-time,"Gay, lesbian, or homosexual",0,Not hispanic,"Other, mixed",Ballot b,68.6,Above average,White,Female,40,Someone else,Never married,0,29,13,Not applicable,12,Not applicable,$35000 to 39999,Yes
2209,W. nor. central,Protestant,Full-time,Heterosexual or straight,11115,Not hispanic,White,Ballot c,21.6,Below average,White,Female,NA,Someone else,Married,1,39,10,NA,12,12,$22500 to 24999,Yes
2212,W. nor. central,Catholic,Part-time,Not applicable,5265,"Mexican, mexican american, chicano/a","Other, mixed",Ballot b,67.7,Below average,Other,Male,40,Self-employed,Never married,0,43,12,12,NA,Not applicable,$10000 to 12499,No
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,W. nor. central,Catholic,Full-time,Heterosexual or straight,0,Not hispanic,Black,Ballot b,25.2,Average,Black,Male,NA,Someone else,Divorced,5,59,12,12,14,Not applicable,$12500 to 14999,Yes
2216,W. nor. central,Protestant,Not applicable,Not applicable,0,Not hispanic,Black,Ballot a,65.3,Average,Black,Male,NA,Someone else,Separated,4,64,14,Not applicable,7,Not applicable,$12500 to 14999,Yes
2218,W. nor. central,Inter-nondenominational,Full-time,Not applicable,3042,Not hispanic,Black,Ballot a,13.6,Far below average,White,Male,37,Someone else,Separated,1,32,10,Not applicable,12,Not applicable,$6 000 to 6 999,Yes
2219,W. nor. central,Protestant,Full-time,Heterosexual or straight,936,Not hispanic,Black,Ballot b,32.6,Average,Black,Female,NA,Someone else,Never married,1,46,12,16,12,Not applicable,$6 000 to 6 999,Yes
2220,W. nor. central,None,Not applicable,Not applicable,0,Not hispanic,"Other, mixed",Ballot a,-1,Average,White,Male,NA,Not applicable,Never married,0,48,12,Not applicable,12,Not applicable,$12500 to 14999,Yes
2221,W. nor. central,Moslem/islam,Part-time,Heterosexual or straight,3042,Not hispanic,Black,Ballot c,57.5,Average,Black,Female,28,Someone else,Divorced,3,64,14,12,10,Not applicable,$10000 to 12499,Yes
2222,W. nor. central,Catholic,Full-time,Not applicable,38610,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,73.5,Far below average,Other,Male,50,Someone else,Married,4,46,12,7,9,14,$130000 to $149999,No
2226,W. nor. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,71,Average,White,Male,NA,Someone else,Married,1,65,17,6,12,13,$75000 to $89999,Yes
2227,W. nor. central,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,32,Above average,White,Male,NA,Someone else,Married,2,63,12,5,5,12,$40000 to 49999,Yes
2230,W. nor. central,None,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot c,46.6,Average,White,Male,NA,Someone else,Divorced,2,40,12,12,12,Not applicable,$60000 to 74999,Yes
2231,W. nor. central,Catholic,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot b,81.6,Above average,White,Male,45,Someone else,Married,2,33,15,20,19,16,$110000 to $129999,Yes
2234,W. sou. central,None,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,18.6,Above average,White,Male,40,Someone else,Married,0,32,16,16,Not applicable,14,$35000 to 39999,Yes
2235,W. sou. central,Protestant,Full-time,Not applicable,0,Not hispanic,Black,Ballot c,-1,Below average,Black,Male,NA,Someone else,Married,NA,57,10,16,NA,NA,Refused,Yes
2236,W. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,12.6,Below average,Black,Female,NA,Someone else,Widowed,4,55,11,6,3,Not applicable,$30000 to 34999,Yes
2239,W. sou. central,Protestant,Part-time,Heterosexual or straight,0,Not hispanic,Black,Ballot b,34.6,Average,Black,Male,60,Someone else,Never married,NA,39,10,Not applicable,16,Not applicable,$12500 to 14999,Yes
2240,W. sou. central,None,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot c,65.3,Average,White,Male,40,Someone else,Married,0,27,16,12,12,16,$50000 to 59999,Yes
2241,W. sou. central,Catholic,Full-time,Heterosexual or straight,17550,Not hispanic,"Other, mixed",Ballot b,32,Below average,Black,Male,47,Someone else,Married,0,29,12,Not applicable,12,12,$35000 to 39999,Yes
2243,W. sou. central,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,-1,Average,White,Female,50,Someone else,Married,2,41,17,13,12,12,$150000 to $169999,Yes
2244,W. sou. central,Catholic,Full-time,Heterosexual or straight,65520,Not hispanic,White,Ballot b,68.6,Average,White,Male,NA,Someone else,Divorced,2,40,12,12,10,Not applicable,$130000 to $149999,Yes
2246,W. sou. central,Protestant,Part-time,Heterosexual or straight,3042,Not hispanic,Black,Ballot b,23.8,Average,Black,Male,30,Someone else,Never married,0,27,14,13,12,Not applicable,$60000 to 74999,Yes
2247,W. sou. central,Catholic,Full-time,Not applicable,936,Not hispanic,Black,Ballot c,12.6,Below average,Black,Female,32,Someone else,Divorced,1,53,12,5,8,Not applicable,$1 000 to 2 999,Yes
2248,W. sou. central,Catholic,Not applicable,Heterosexual or straight,4212,Not hispanic,Black,Ballot b,12.6,Below average,Black,Female,20,Self-employed,Married,2,49,12,Not applicable,10,12,$8 000 to 9 999,Yes
2249,W. sou. central,None,Full-time,Heterosexual or straight,1638,Not hispanic,Black,Ballot b,28.7,Below average,Black,Male,NA,Self-employed,Divorced,4,62,12,3,12,Not applicable,$3 000 to 3 999,Yes
2250,W. sou. central,Catholic,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,41,Average,Black,Male,NA,Someone else,Divorced,3,49,12,NA,NA,Not applicable,$15000 to 17499,Yes
2251,W. sou. central,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,Black,Ballot b,50,Average,Black,Male,48,Someone else,Never married,0,48,12,12,12,Not applicable,$35000 to 39999,Yes
2253,W. sou. central,Catholic,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,49.6,Average,Black,Male,NA,Someone else,Divorced,5,61,15,4,8,Not applicable,$4 000 to 4 999,Yes
2255,W. sou. central,Catholic,Full-time,Heterosexual or straight,5265,Not hispanic,Black,Ballot b,20.1,Far below average,Black,Female,30,Someone else,Never married,1,44,7,Not applicable,9,Not applicable,$10000 to 12499,Yes
2257,W. sou. central,Catholic,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot b,20.7,Below average,Black,Female,NA,Someone else,Separated,4,60,12,0,0,Not applicable,Under $1 000,Yes
2258,W. sou. central,Catholic,Not applicable,Not applicable,0,Not hispanic,Black,Ballot a,13.3,Average,Black,Female,12,Someone else,Divorced,3,51,10,Not applicable,12,Not applicable,$5 000 to 5 999,Yes
2259,W. sou. central,Catholic,Full-time,Heterosexual or straight,9945,Not hispanic,Black,Ballot c,18.6,Far below average,Black,Male,40,Someone else,Married,3,49,12,3,5,12,$35000 to 39999,Yes
2260,W. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Puerto rican,Black,Ballot b,38.8,Average,Black,Female,NA,Someone else,Married,4,52,16,11,10,12,$40000 to 49999,No
2261,W. sou. central,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot b,84.2,Above average,White,Female,NA,Someone else,Divorced,6,58,14,12,12,Not applicable,Refused,Yes
2262,W. sou. central,Christian,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,14,Far below average,White,Male,NA,Someone else,Married,2,56,12,0,0,9,$22500 to 24999,Yes
2263,W. sou. central,Protestant,Full-time,Heterosexual or straight,38610,Not hispanic,White,Ballot b,31.6,Average,White,Male,40,Someone else,Married,3,43,16,18,12,16,$150000 to $169999,Yes
2264,W. sou. central,Protestant,Part-time,Heterosexual or straight,7605,"Mexican, mexican american, chicano/a",White,Ballot c,84.2,Average,White,Female,89,Someone else,Separated,6,41,12,10,13,Not applicable,$15000 to 17499,No
2265,W. sou. central,Protestant,Full-time,Not applicable,38610,"Mexican, mexican american, chicano/a",White,Ballot a,43.4,Average,White,Male,70,Someone else,Married,4,42,11,NA,8,11,$75000 to $89999,No
2266,W. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,31.6,Average,White,Male,NA,Someone else,Widowed,2,65,10,12,NA,Not applicable,$10000 to 12499,Yes
2268,W. sou. central,Protestant,Full-time,Not applicable,25740,Not hispanic,White,Ballot a,84.2,Average,White,Female,40,Someone else,Married,3,44,14,NA,16,12,$130000 to $149999,Yes
2270,W. sou. central,Protestant,Part-time,Heterosexual or straight,0,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,24.2,Far below average,White,Female,NA,Someone else,Married,3,46,8,0,NA,12,$130000 to $149999,No
2272,W. sou. central,Protestant,Full-time,Not applicable,9945,Not hispanic,White,Ballot a,77.2,Above average,White,Female,40,Someone else,Married,3,56,12,12,14,13,$60000 to 74999,Yes
2273,W. sou. central,Protestant,Not applicable,NA,0,Not hispanic,White,Ballot b,17,Average,White,Female,NA,Someone else,Never married,0,58,13,12,13,Not applicable,$1 000 to 2 999,Yes
2274,W. sou. central,Protestant,Full-time,Not applicable,25740,Not hispanic,White,Ballot a,53.9,Average,White,Male,48,Someone else,Married,3,53,12,18,16,13,$60000 to 74999,Yes
2275,W. sou. central,Protestant,Full-time,Heterosexual or straight,56160,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,36.7,Average,Other,Male,40,Someone else,Married,3,33,10,8,9,13,$130000 to $149999,No
2276,W. sou. central,Protestant,Full-time,Heterosexual or straight,7605,"Mexican, mexican american, chicano/a","Other, mixed",Ballot b,30.9,Average,Other,Female,40,Someone else,Separated,0,26,11,12,10,Not applicable,$15000 to 17499,No
2277,W. sou. central,Protestant,Full-time,Not applicable,31590,Not hispanic,White,Ballot a,69.3,Average,White,Female,50,Someone else,Divorced,2,56,12,4,12,Not applicable,$60000 to 74999,Yes
2278,W. sou. central,Protestant,Full-time,Heterosexual or straight,2106,Not hispanic,White,Ballot b,31,Above average,White,Male,40,Someone else,Married,3,40,11,20,16,12,$50000 to 59999,Yes
2279,W. sou. central,Protestant,Not applicable,Not applicable,0,Spanish,White,Ballot a,84.2,Average,White,Male,NA,Someone else,Married,2,59,20,11,12,14,$90000 to $109999,No
2280,W. sou. central,Protestant,Part-time,Heterosexual or straight,3042,Not hispanic,White,Ballot c,32.6,Above average,White,Female,38,Someone else,Widowed,3,59,14,12,12,Not applicable,NA,Yes
2281,W. sou. central,Protestant,Full-time,Not applicable,9945,Not hispanic,Black,Ballot a,12.6,Above average,Black,Female,46,Someone else,Separated,1,52,16,14,16,Not applicable,$40000 to 49999,Yes
2282,W. sou. central,Protestant,Full-time,Not applicable,8775,Not hispanic,Black,Ballot b,32,Below average,Black,Male,30,Someone else,Widowed,4,60,11,Not applicable,6,Not applicable,$17500 to 19999,Yes
2283,W. sou. central,Protestant,Part-time,Not applicable,7605,"Mexican, mexican american, chicano/a",White,Ballot a,23.3,Below average,White,Male,NA,Someone else,Never married,2,27,12,Not applicable,11,Not applicable,$15000 to 17499,No
2285,W. sou. central,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,14.6,Below average,Black,Female,NA,Someone else,Never married,5,38,10,NA,12,Not applicable,$5 000 to 5 999,Yes
2286,W. sou. central,Catholic,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a","Other, mixed",Ballot b,45.4,Far below average,Other,Male,NA,Someone else,Never married,6,57,11,NA,NA,Not applicable,$12500 to 14999,No
2287,W. sou. central,Catholic,Part-time,Not applicable,2574,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,13.6,Below average,White,Female,25,Someone else,Married,2,54,10,3,5,12,$130000 to $149999,No
2290,W. sou. central,Catholic,Full-time,Heterosexual or straight,1638,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,31.2,Average,White,Female,80,Self-employed,Married,1,46,14,5,5,12,$22500 to 24999,No
2293,W. sou. central,None,Full-time,Heterosexual or straight,0,"Mexican, mexican american, chicano/a",White,Ballot c,25.2,Average,White,Male,48,Someone else,Divorced,5,37,12,12,7,Not applicable,$75000 to $89999,No
2294,W. sou. central,Catholic,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot a,43.9,Below average,White,Female,NA,Someone else,Married,2,47,12,12,12,12,$75000 to $89999,No
2297,W. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,43,Below average,White,Female,NA,Someone else,Married,2,63,10,3,12,12,$75000 to $89999,Yes
2298,W. sou. central,Protestant,Full-time,Not applicable,25740,Not hispanic,White,Ballot a,62,Below average,White,Male,NA,Someone else,Married,2,58,12,12,12,11,$60000 to 74999,Yes
2299,W. sou. central,Protestant,Not applicable,Heterosexual or straight,936,"Mexican, mexican american, chicano/a",White,Ballot b,21.8,Below average,White,Female,NA,Someone else,Married,3,42,10,5,6,12,$110000 to $129999,No
2300,W. sou. central,Catholic,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot a,74.8,Below average,White,Male,NA,Someone else,Married,5,48,17,3,3,12,$35000 to 39999,No
2301,W. sou. central,None,Full-time,Not applicable,17550,"Mexican, mexican american, chicano/a",White,Ballot c,33.4,Average,White,Female,40,Someone else,Divorced,3,54,14,15,9,Not applicable,$60000 to 74999,No
2302,W. sou. central,Protestant,Not applicable,Heterosexual or straight,0,"Mexican, mexican american, chicano/a",White,Ballot c,-1,Below average,White,Female,NA,Not applicable,Widowed,3,65,9,4,4,Not applicable,NA,No
2303,W. sou. central,None,Full-time,Heterosexual or straight,15210,"Mexican, mexican american, chicano/a",White,Ballot b,62,Below average,White,Male,40,Someone else,Married,1,37,15,Not applicable,NA,12,$60000 to 74999,No
2304,W. sou. central,Protestant,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot a,24.2,Far below average,White,Female,NA,Someone else,Married,2,59,6,3,3,6,$35000 to 39999,No
2305,W. sou. central,Protestant,Full-time,Heterosexual or straight,25740,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,36.4,Below average,White,Male,40,Someone else,Married,1,54,12,3,10,12,$90000 to $109999,No
2306,W. sou. central,Protestant,Full-time,Heterosexual or straight,0,"Mexican, mexican american, chicano/a",White,Ballot b,52,Average,White,Female,47,Someone else,Never married,3,35,14,Not applicable,NA,Not applicable,$40000 to 49999,No
2307,W. sou. central,Catholic,Full-time,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot a,80.7,Below average,White,Female,40,Someone else,Married,2,29,14,14,15,13,$40000 to 49999,No
2308,W. sou. central,Protestant,Full-time,Not applicable,8775,Not hispanic,White,Ballot a,13.6,Average,Black,Female,38,Someone else,Never married,1,35,11,Not applicable,14,Not applicable,$20000 to 22499,Yes
2310,W. sou. central,None,Full-time,Heterosexual or straight,12870,"Mexican, mexican american, chicano/a",White,Ballot c,13.6,Far below average,White,Male,37,Someone else,Married,1,55,6,Not applicable,0,10,$30000 to 34999,No
